review	sectionId	type_page	type_model	type_review	used
"Грамотный педагог. Она хорошо знает свой предмет и грамотно его преподает, умеет заинтересовать занятиями ученика с помощью интересных методик преподавания материала в игровой форме (игрушки). У сына повысилась успеваемость по английскому языку до ""пятёрки"". Мы очень довольны сотрудничеством!"	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1045	AI	0.0
Грамотный преподаватель, хорошо владеющий своим предметом. Она умеет найти подход к ученику и заинтересовать занятиями! Педагог помогает мне повысить уровень владения английским языком с упором на бизнес-направление английского языка (бизнес английский). Занятия проходят динамично в интересной форме благодаря разнообразным дополнительным материалам преподавателя : распечаткам текстов, видеофильмам. В целом я довольна сотрудничеством со специалистом!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2606	AI	0.0
"Грамотный, компетентнейший педагог. Она быстро нашла общий язык с ребенком и грамотно организовала учебный процесс по английскому языку в соответствии со школьной программой 5-го класса школы №9 города Новосибирска (было всего 3 занятия). Результаты занятий положительные! Ребенок стал лучше понимать английский на слух; оценки у него улучшились до ""4"" баллов из пяти возможных за четверть при том условии что ранее были отметки 2 балла или даже ниже. Мы очень довольны работой!"	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3731	AI	0.0
Грамотный, компетентный в своей области педагог! Она быстро нашла общий язык с ученицей и грамотно организовала учебный процесс. Материал давался интересно репетитором по английскому языку, легко усваивался благодаря системному подходу к подаче материала, у нее есть четкая методика преподавания предмета, которая отлично подошла ребенку, она очень хорошо подтянула дочь, даже оценки улучшились. Мы остались довольны сотрудничеством!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3107	AI	0.0
Данная девушка - отличный репетитор. Она очень хорошо преподает английский язык, и я могу сказать о ней все только самое хорошее! У нее есть индивидуальный подход к каждому ученику (я имею в виду не просто набор слов), она умеет заинтересовать предметом даже тогда когда ученик ленится или занят. Также хочу отметить ее пунктуальность во время занятий с моим ребенком-подростком 14 лет.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3682	AI	0.0
Отличный специалист для подготовки к TOEFL. Она очень хорошо и доступно объясняет материал, всегда подготовлена ко всем урокам! Уроки проходят в комфортной атмосфере с использованием различных материалов на уроках английского языка (видео-, аудиоматериалы), а также дополнительных учебных пособий по предмету. Я уже чувствую прогресс - мой уровень знаний значительно повысился благодаря педагогу за время нашего сотрудничества!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3038	AI	0.0
Специалист преподавала мне английский язык. Она очень хороший преподаватель, грамотный и компетентный в своей области специалист! Репетитор умеет найти подход к ученику с первого занятия при помощи различных методик обучения английскому языку (грамматика - разговорная практика), доступно излагает материал по предмету благодаря четкой системе преподавания материала на занятиях у репетитора всегда была комфортная атмосфера для занятий. За время нашего сотрудничества я значительно улучшила свои знания английского языка, мой словарный запас увеличился за счет использования новых слов из активного запаса лексики во времена общения со мной педагога- носителя данного иностранного языка!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1484	AI	0.0
Преподаватель произвела на меня положительные впечатления. Она очень хорошо знает свой предмет и грамотно, доступно его преподает! Репетитор помогает мне повысить уровень владения английским языком с упором именно в бизнес-направление - разговорную речь для работы за границей (в частности по работе со страховыми компаниями). Я уже значительно лучше стала понимать английскую грамматику благодаря занятиям  репетитора.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2555	AI	0.0
Данный специалист, как педагог нас полностью устроила! Репетитор умеет найти подход к ученику и грамотно построить урок. Педагог помогает нам повысить уровень владения английским языком с Pre-Intermediate до Intermidiary (было - стало). Занятия проходят интересно в игровой форме на уроках используются различные дополнительные материалы для лучшего запоминания слов/терминов по предмету. Результаты есть!! Работать со специалистом продолжаем!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1275	AI	0.0
Учительница очень понравилась моему сыну, он ждал ее уроков с удовольствием. Репетитор хорошо преподавала английский язык и смогла заинтересовать ребенка предметом! Они занимались по школьной программе за 4 класс до каникул сына в конце учебного года (в этом году мы закончили заниматься раньше).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.145	AI	0.0
Очень хороший репетитор, с ней приятно общаться. Она хорошо преподает английский язык и занятия проходят интересно! Педагог помогает мне повысить уровень владения английским языком до разговорного уровня (в настоящее время я уже могу изъясняться несложными фразами). Мы занимаемся по учебнику Оксфордского университета в формате онлайн-занятий для подготовки к IELTS. Я довольна сотрудничеством со специалистом - она дает хорошие знания ученику начальной школы!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.818	AI	0.0
Учитель помогает сыну подготовиться ко ВНО онлайн. Репетитор хорошо владеет английским языком, умеет заинтересовать ученика занятиями и доступно преподносит материал по предмету в простой понятной форме! Они занимаются не только подготовкой к экзамену - репетитором также изучаются грамматика языка с упором на разговорную речь  для более свободного общения между собой во время путешествий за границей или при поездках туда-обратно (в зависимости от того куда именно мы едем). Мы очень довольны работой преподавателя английского!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3789	AI	0.0
Специалист мне очень понравилась, как преподаватель! Она хорошо знает свой предмет и грамотно его преподает. Педагог смог быстро найти подход к ребенку (ученик учится во 2 классе), сумел заинтересовать предметом - занятия проходили интересно для ребенка с использованием различных дополнительных материалов на компьютере или ноутбуке в игровой форме; сын занимался охотно  до тех пор пока репетитор не прервал уроки по личным причинам.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1950	AI	0.0
Педагог хорошо знает английский язык, умеет донести знания до ученика. Она использует в работе различные методики и учебники для изучения языка (учебники издательства Oxford English), всегда прислушивается к моему мнению при составлении плана занятий по предмету!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2124	AI	0.0
Преподаватель очень нравится сыну, он с удовольствием ходит к ней на занятия. Репетитор помогает ему подтянуть успеваемость по английскому языку и дает много знаний ребенку за короткий срок обучения!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1798	AI	0.0
"Педагог очень хорошо и профессионально подошла к нашему непростому делу. Она сразу же нашла подход, сумела заинтересовать ребенка занятиями по английскому языку с репетитором! Педагог помогает моему сыну подтянуть успеваемость в школе  до ""4"" баллов на уроках английского языка при помощи дополнительных материалов (картинок), дает много заданий для самостоятельной работы ученика над лексикой предмета - все это способствует быстрому усвоению материала ребенком-третьеклассником. Мы довольны сотрудничеством со специалистом!"	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.916	AI	0.0
Педагог произвела на меня самое хорошее впечатление. Она очень хорошо знает свой предмет, умеет донести свои знания до ученика в простой и понятной форме без зубрежки материала! Репетитор помогает мне освоить английский язык с нуля для работы (я переводчик), использует различные источники информации при обучении - аудио-, видеоматериалы , учебные пособия. Занятия всегда проходят вовремя! Я уже значительно лучше стала знать грамматику английского языка благодаря занятиям со специалистом!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1356	AI	0.0
Учительница нам очень нравится. Она хорошо ладит с ребенком, занятия проходят интересно и продуктивно! Педагог помогает моему сыну подтянуть успеваемость по английскому языку в школе за 4 класс  до более высокого уровня знаний предмета - это уже видно на школьных оценках ребенка после занятий репетитора со специалистом (в данном случае оценка 5). Мы довольны сотрудничеством полностью!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.72	AI	0.0
"Педагог очень хорошо нашла подход к ребенку, смогла заинтересовать предметом. У сына есть положительные результаты от занятий с репетитором - успеваемость в школе повысилась и по английскому языку он стал получать оценки ""4-5"". Мы довольны работой преподавателя!"	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1121	AI	0.0
Преподаватель помогает моей дочери в изучении английского языка. Она очень пунктуальна, ответственна и доброжелательна к ученице! Репетитор хорошо преподает английский язык по своей программе с учетом пожеланий ребенка (ученица учится во 2 классе). Мы довольны сотрудничеством на все 100%.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.411	AI	0.0
Для сына подобрали отличного репетитора по английскому языку. Она очень хорошо и доступно объясняет материал, всегда пунктуальна в соблюдении договоренностей с нами о времени занятий! Мы продолжаем заниматься до сих пор успешно  уже второй учебный год подряд!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3986	AI	0.0
Должна сказать, что занятия с данным преподавателем английского языка проходили очень интересно. Она хорошо знает свой предмет и грамотно его преподает! Педагог давала мне хорошие знания по грамматике на начальном уровне владения английским языком (для работы), а также разговорную практику для развития навыков общения в международной среде за границей - все это я получила от занятий репетитора полностью. Учитель всегда приходила вовремя, никаких проблем не возникало ни разу!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2693	AI	0.0
Данный специалист нам нравится как репетитор! Она хорошо владеет своим предметом, имеет четкую методику преподавания. Педагог помогает мне освоить английский язык с нуля и занятия проходят успешно - я уже многое знаю по предмету из того материала, который мы изучаем сейчас (грамматика). Я очень довольна работой преподавателя.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3783	AI	0.0
Очень хорошая, компетентная в своей области педагог! Она быстро нашла общий язык с ребенком и грамотно организовала учебный процесс. Педагог хорошо подтянула ребенка по английскому языку за короткий срок - буквально на днях он сдал экзамен FCE (Foreign language exam). Мы остались довольны работой репетитора  до конца учебного года точно.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3737	AI	0.0
Педагог занимается с моим ребенком изучением английского языка. Она очень пунктуальна, ответственна и доброжелательна! У нас только положительные отзывы о ней как об учителе по английскому языку.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.978	AI	0.0
Учитель нам понравилась! Педагог хорошо владеет своим предметом, материал объясняет доступно и понятно. Репетитор помогает мне освоить английский язык с нуля в разговорной речи для работы за границей (работаю переводчиком). Мы занимаемся по учебнику. Я очень довольна сотрудничеством со специалистом - все отлично проходит на уроках репетитора-профессионала!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3263	AI	0.0
Педагог помогает мне изучить английский язык для работы за границей на рабочем месте онлайн. Она очень пунктуальна, ответственна и всегда готова к занятиям! Я уже значительно лучше стала понимать английскую речь по сравнению с тем уровнем знаний языка до занятий со специалистом (до этого я вообще ничего не понимала).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2505	AI	0.0
Специалист нас полностью устраивает как педагог английского языка. Она хорошо владеет своим предметом, имеет четкую методику преподавания и материал излагает в простой понятной форме для ученика 4 класса начальной школы! Репетитор помогает нам подтянуть успеваемость по английскому языку с помощью дополнительных материалов (тетрадей), дает за урок большой объем знаний - уроки проходят информативно  плодотворно! Мы очень довольны работой преподавателя, спасибо ей большое!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1136	AI	0.0
Учительница помогает мне в изучении английского языка. Она очень пунктуальна, ответственна и всегда готова к занятиям! Я уже значительно лучше стала знать грамматику по предмету благодаря репетитору - мои знания улучшились с помощью занятий со специалистом (в том числе разговорной практикой).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1011	AI	0.0
Педагог продолжает заниматься английским языком со мной для повышения уровня владения им на работе. Она очень пунктуальна, ответственна и доброжелательна! Уроки проходят интересно в игровой форме с использованием различных материалов - картинок из интернета или распечатками текстов по предмету. Я уже значительно лучше стала понимать английский язык, мой словарный запас увеличился!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1146	AI	0.0
Педагог продолжает обучать меня английскому языку дистанционно уже второй месяц. Она очень пунктуальный и ответственный человек, всегда готова к занятиям в любое время суток! Я считаю её одним из лучших преподавателей английского языка на сегодняшний день. Мне нравится то, что она использует различные источники информации для обучения (видео-, аудио- материалы), а также даёт мне домашние задания по темам уроков с использованием различных учебников(их у нас много).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3631	AI	0.0
Педагог очень хорошо преподает английский язык, она ответственная и коммуникабельная. У меня есть положительные результаты от занятий с ней - я стала лучше понимать грамматику английского языка по сравнению со школьной программой за 2 класс школы!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2540	AI	0.0
"Учитель нас полностью устраивает как педагог английского языка. Она хорошо владеет своим предметом, грамотно и доступно его преподает дочери (11 класс), использует в работе различные аудио-, видеоматериалы на уроках с ребенком для лучшего усвоения материала по предмету! Уроки всегда проходят вовремя без опозданий. Сотрудничество уже приносит положительные результаты - успеваемость девочки повысилась до ""5"". Мы очень довольны работой репетитора!!!"	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.453	AI	0.0
Преподавателю ставлю 5 баллов за работу! Репетитор отлично владеет своим предметом, материал объясняет доступно и понятно. С ученицей они занимаются повышением успеваемости по английскому языку (9 класс) с целью подготовки к ЕГЭ в форме ОГЭ. Занятия проходят регулярно 2 раза  неделю продолжительностью 90 минут, без опозданий/происшествий со стороны преподавателя! Мы очень довольны сотрудничеством!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2691	AI	0.0
Педагог помогает моей дочери повысить успеваемость по английскому языку. У девочки есть положительные результаты, она стала лучше разбираться в предмете и значительно повысила свой уровень знаний!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.835	AI	0.0
Педагог занимается с моей дочкой английским языком. Она очень хороший преподаватель, нашла подход к ребенку и смогла заинтересовать предметом! Педагог помогает нам повысить уровень знаний по предмету в целом - они работают над грамматикой языка (она дает материал на опережение школьной программы), также занимаются аудированием  для лучшего усвоения материала ребенком. Результаты есть: дочь стала лучше понимать английский язык, ее словарный запас увеличился! Мы довольны работой репетитора!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1462	AI	0.0
Учительница нам очень понравилась! Она быстро нашла общий язык с ребенком, сумела заинтересовать его занятиями. Педагог хорошо преподает английский и умеет донести свои знания до ученика в простой понятной форме без зубрежки материала или заучивания правил по несколько раз на дню (таких как правило много у школьников). С сыном они занимаются повышением успеваемости  уже более месяца - прогресс есть налицо!) Одним словом мы довольны работой репетитора английского языка.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2130	AI	0.0
Отличный репетитор, она нам очень нравится! У нас было много преподавателей английского языка и все они были плохие. Но с ней мы занимаемся уже второй месяц по 1 разу в неделю (по 2 академических часа) - это для меня прогресс за такой короткий срок обучения!!! Я не ожидала такого результата от занятий!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3275	AI	0.0
Педагог занимается с моей дочерью, ученицей 11 класса. Она очень хорошо ладит со школьницей и умеет заинтересовать ее занятиями! Педагог помогает ребенку повысить успеваемость по английскому языку до более высоких отметок благодаря грамотной методике преподавания предмета в сочетании  четкой структуры занятий на уроках английского языка (лексические задания), а также использованием различных дополнительных материалов - аудио-, видеоматериалов. Занятия проходят интересно для ребенка, материал подается доступно! Мы довольны сотрудничеством!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2957	AI	0.0
Педагог занимается с моим сыном английским языком, и у нас есть положительные результаты. Она очень хорошо нашла подход к ребенку - он ее слушает! Уроки проходят интересно для ребенка (он учится в 3 классе), репетитор приносит свои материалы на занятия по английскому языку из разных источников информации : распечатки текстов песенок, мультфильмов. Они смотрят видеоуроки или просто разговаривают о чем-то отвлеченном! Сын мой доволен обучением!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2303	AI	0.0
Специалист продолжает проводить занятия по английскому языку со мной. Она очень хороший преподаватель, с ней легко и комфортно общаться! Репетитор помогает мне повысить уровень владения английским языком до более продвинутого уровня (я уже свободно читаю тексты на английском языке), использует в работе различные аудио-, видеоматериалы  для лучшего усвоения материала - все это способствует повышению качества работы над произношением у меня самого или же при необходимости корректирует его под мои индивидуальные особенности речи. Мне нравится то, что репетитором движет не только желание помочь ученику освоить английский язык как предмет изучения либо усовершенствовать свои знания английского языка за счет грамотного преподнесение информации к урокам!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1236	AI	0.0
Педагог преподает сыну английский язык с нуля до уровня Intermediate. Она очень ответственно подходит к занятиям со своим учеником-подростком 14 лет. Занимается она не только разговорным английским, но также дает ему грамматику английского языка для общего развития (что немаловажно) и готовит его к экзамену TOEFL! Занятия проходят интересно : они смотрят фильмы про Англию или просто разговаривают о том что их интересует.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.4045	AI	0.0
Замечательный педагог английского языка! Она очень хорошо и доступно объясняет материал, всегда готовится к занятиям. Я занимаюсь с ней уже несколько месяцев по 2 раза в неделю для повышения уровня знаний разговорного общения на английском языке (для работы). Мне нравится заниматься именно с ней потому что она - профессионал своего дела.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.695	AI	0.0
Замечательный педагог, грамотный и компетентны в своей области специалист! Она быстро нашла общий язык с ученицей . Материал объясняла доступно для дочери по английскому языку (в школе у нас была только грамматика). Занятия всегда проходили вовремя без опозданий/отказов со стороны репетитора. Результаты от занятий положительные! Дочка стала лучше знать английский, ее уровень владения языком повысился до более продвинутого уровня благодаря занятиям: преподаватель помогла ей повысить успеваемость на два балла за четверть при том что дочь учится во 2 классе школы. Мы очень довольны результатами сотрудничества между нами обеими!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.834	AI	0.0
Замечательный педагог, грамотный и профессиональный в своем деле! Она быстро нашла подход к ученице  начальной школы (3 класс), сумела заинтересовать ее занятиями. Педагог помогает ребенку освоить английский язык с нуля по школьной программе за 2 года обучения без троек-четверок. Занятия проходят интересно для ребенка, материал подается доступно! Мы очень довольны сотрудничеством со специалистом!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.207	AI	0.0
Замечательный педагог! Она очень хорошо и доступно объясняет материал, всегда поддерживает на уроках комфортную рабочую атмосферу. Репетитор помогает мне освоить английский язык с нуля (на начальном уровне), использует в работе различные аудио-, видеоматериалы  для лучшего усвоения материала по предмету; занятия проходят интересно насыщенно благодаря грамотному построению учебного процесса педагогом-профессионалом своего дела. Я уже значительно лучше стала знать грамматику английского языка, мой словарный запас существенно расширился за счет использования новых слов. Одним словом я довольна сотрудничеством со специалистом!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1517	AI	0.0
Замечательный педагог! Она очень хорошо и доступно объясняет материал, использует в работе различные аудио-, видеоматериалы. Уроки всегда проходят вовремя с учетом наших договоренностей по времени проведения занятий (на данный момент у нас перерыв). Мы довольны сотрудничеством  со специалистом!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1529	AI	0.0
Замечательный педагог. Она очень хорошо и доступно объясняет материал, всегда готова ответить на вопросы по предмету (в том числе за счет того что она много общается с учеником), использует в работе различные дополнительные материалы для лучшего усвоения материала! Я считаю ее одним из лучших педагогов нашего времени!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2857	AI	0.0
Замечательный преподаватель английского языка с индивидуальным подходом к ученику. Уроки всегда интересные, насыщенные информацией в хорошем темпе (с использованием аудио-материалов). Я бы порекомендовала данного преподавателя всем желающим освоить разговорный  уровень владения английским языком! Очень рекомендую этого специалиста своим знакомым!!! Рекомендую обращаться если необходимо быстро повысить свой словарный запас или же просто хочется освежить свои знания по предмету!!! Спасибо за подбор отличного педагога!!))))) Всем советую!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2709	AI	0.0
Замечательный преподаватель английского языка. Она очень быстро нашла общий язык с ребенком, сумела заинтересовать его предметом и преподает в доступной форме! Дочь занимается охотно  изучением предмета на данном этапе обучения (в школе у нас только пятерки по предмету), а также получает знания из дополнительных источников информации для общего развития ребенка.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1060	AI	0.0
Замечательный преподаватель английского языка. Она очень хорошо и доступно объясняет материал, всегда готовится к занятиям  с использованием различных методических пособий (бумажных материалов), использует аудио- видеозаписи на занятиях в хорошем качестве! Мне нравится то, что она не только дает мне знания по грамматике или разговорную практику для общения за границей но также уделяет внимание развитию навыков аудирования. Я уже значительно лучше стала понимать английскую речь!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3584	AI	0.0
"Замечательный преподаватель, грамотный и компетентный в своей области специалист. Она быстро нашла подход к ребенку (ученик 9 класса), сумела заинтересовать его занятиями по английскому языку на высоком уровне! Педагог помогает моему сыну повысить успеваемость  до ""5"", использует разнообразные методические пособия для обучения ребенка - все это способствует повышению уровня знаний ученика английского языка у данного специалиста уже сейчас!!!"	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1131	AI	0.0
Замечательный преподаватель, она просто шикарный педагог! У меня было много репетиторов и все они были не очень хорошего уровня. Но с данным педагогом я занималась всего месяц-полтора (поскольку у нас был небольшой перерыв), но за это время мои знания английского языка значительно улучшились благодаря ее работе над ошибками в грамматике речи. Я считаю что ей удалось добиться поставленной цели, так как мой уровень знаний повысился на несколько баллов!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3949	AI	0.0
Замечательный преподаватель, очень хороший человек и просто отличный специалист! Она быстро нашла подход к ребенку (ученик 4 класса), материал объясняла в простой понятной форме. Педагог смогла заинтересовать ребенка предметом на достаточно высоком уровне благодаря своей методике преподавания английского языка. Уроки всегда проходили вовремя с учетом наших договоренностей, все договоренности строго соблюдались репетитором! Благодаря данному учителю ребенок хорошо подтянулся по предмету!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1025	AI	0.0
Замечательный преподаватель! Она очень хорошо и доступно объясняет материал, всегда готова ответить на вопросы. С ней легко заниматься английским языком в любое время суток (аудирование мы не берем во внимание). Репетитор помогает мне повысить уровень владения английского языка с помощью аудио-, видеозаписей уроков репетитора(их у меня уже более 200), а также дает различные дополнительные материалы для изучения предмета. Я всем довольна!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.523	AI	0.0
Замечательный преподаватель! Она очень хорошо и доступно объясняет материал, всегда готовится к занятиям. Педагог помогает мне освоить английский язык с нуля (я учусь в 10 классе), мы работаем над грамотностью речи по учебнику, произношением слов на английском языке. Занятия проходят интересно для меня! Я довольна результатами сотрудничества со специалистом : мой уровень знаний английского языка стал намного выше благодаря репетитору!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.449	AI	0.0
Замечательный репетитор английского для детей 4-6 лет (в зависимости от возраста ребёнка). Она очень хорошо и доступно объясняет материал, всегда готова ответить на вопросы ученика. Уроки проходят интересно в игровой форме с использованием различных материалов по предмету из разных источников информации : аудио-, видеоматериалы, книги. Мы занимаемся всего месяц но уже видим хороший результат!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1446	AI	0.0
Замечательный репетитор, она очень хорошо нашла подход к ребенку. У нас были некоторые проблемы с английским языком и педагог помогла нам их решить! Репетитора мы рекомендуем другим клиентам сайта.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3393	AI	0.0
Замечательный репетитор, она прекрасно владеет английским языком и очень профессионально им пользуется. Уроки проходят в интересной форме с использованием различных материалов на занятиях по подготовке к ЕГЭ (в том числе аудио-). Мне все нравится!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3176	AI	0.0
Замечательный репетитор! Она очень хорошо и доступно объясняет материал, всегда готовится к занятиям. Педагог помогает мне повысить уровень владения английским языком с помощью разговорной практики на занятиях в группах из четырех-пяти человек (для меня это достаточно сложный объем). Я занимаюсь уже месяц по два раза неделю для подготовки ко IELTS. Мне нравится то качество преподавания педагога, которое выражается не только во внимании преподавателя ученику или его профессионализме но также еще одним немаловажным фактором является индивидуальный подход специалиста который учитывает мои пожелания при составлении программы обучения исходя их моих знаний английского языка!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2027	AI	0.0
Замечательный специалист! Занимаемся с ней до сих пор, очень довольны сотрудничеством. Уроки проходят интересно и продуктивно для ребенка 4 класса по английскому языку в игровой форме, ребенок занимается охотно - это главное условие успеха нашего сотрудничества с педагогом.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1737	AI	0.0
Занималась я не долго, но впечатления от занятий положительные. Педагог мне очень понравился и как человек тоже! У меня были определенные пожелания к занятиям по английскому языку с репетитором - это разговорная практика для свободного общения на английском языке (в том числе бизнес-переговорный английский). Мне понравилось то что педагог прислушивалась ко всем моим пожеланиям в плане того чтобы мы больше говорили именно о бизнесе или каких либо темах связанных со сферой бизнеса. Я считаю,что за такой короткий срок можно добиться хороших результатов!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2168	AI	0.0
Занятия по английскому языку с Надеждой Анатольевной проходят насыщенно и интересно. Педагог использует в работе различные методики, учебники на разные темы для лучшего усвоения материала ученицей (в том числе разговорного уровня). Мы очень довольны сотрудничеством!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1245	AI	0.0
Занятия по английскому языку у моего сына проходят хорошо, он получает только положительные оценки. Педагог помогает ему повысить уровень знаний и знания грамматики языка в целом! Мы довольны сотрудничеством с педагогом на все 100%.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1783	AI	0.0
Занятия продолжаются, все отлично. У меня есть положительные результаты от занятий с репетитором по английскому языку - это и разговорная речь улучшилась (я стала лучше понимать носителей языка), также грамматика подтянулась! Я очень довольна работой преподавателя!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1654	AI	0.0
Занятия проходили хорошо, мне все понравилось. Педагог очень хороший! Она доступно объясняла материал по английскому языку и была доброжелательна ко всем ученикам в группе из четырех человек (я - первый ученик). Я считаю ее одним лучших репетиторов на свете!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2307	AI	0.0
"Занятия проходят замечательно. Я очень довольна! У меня есть результаты, и я уже чувствую себя намного увереннее на уроках английского языка в университете (на данный момент учусь по направлению ""Финансы"")."	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3704	AI	0.0
Занятия проходят отлично! Я очень довольна. У меня есть результаты, и я чувствую себя намного увереннее на уроках английского языка - это заметно по моим оценкам в школе (4-5).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3824	AI	0.0
Занятия проходят очень хорошо, я всем довольна! Педагог дает мне хорошие знания по английскому языку. Она доступно объясняет материал и использует в работе различные источники информации - аудио-, видеоматериалы на занятиях присутствуют всегда (я занимаюсь с репетитором уже несколько месяцев). Я чувствую прогресс от занятий во всех направлениях английского языка : словарный запас пополняется, произношение становится более правильным.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.739	AI	0.0
Занятия проходят у преподавателя. У меня ребенок не очень хорошо воспринимает информацию, но репетитор нашла к нему подход и расположила его внимание на занятиях английским языком с ней (ребенок учится в 4 классе). Я считаю это большим достижением!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2297	AI	0.0
